	label	#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
33	1	IFNG	IL1B	9606.ENSP00000229135	9606.ENSP00000263341	0	0	0.0	0.0	0.273	0.0	0.0	0.997	0.998
34	1	IL1B	TLR2	9606.ENSP00000263341	9606.ENSP00000260010	0	0	0.0	0.0	0.259	0.0	0.0	0.96	0.969
35	1	IL1B	IL6	9606.ENSP00000263341	9606.ENSP00000385675	0	0	0.0	0.0	0.515	0.0	0.4	0.989	0.996
36	1	IL1B	IL1R2	9606.ENSP00000263341	9606.ENSP00000330959	0	0	0.0	0.0	0.179	0.9	0.9	0.996	0.999
37	1	IL2RA	IL6	9606.ENSP00000369293	9606.ENSP00000385675	0	0	0.0	0.0	0.074	0.0	0.65	0.869	0.953
38	1	IL4R	IL6	9606.ENSP00000379111	9606.ENSP00000385675	0	0	0.0	0.0	0.124	0.0	0.65	0.811	0.937
39	1	IL6	OSM	9606.ENSP00000385675	9606.ENSP00000215781	0	0	0.0	0.0	0.227	0.287	0.4	0.903	0.963
40	1	IL6	LIF	9606.ENSP00000385675	9606.ENSP00000249075	0	0	0.0	0.0	0.221	0.0	0.4	0.858	0.927
41	1	IL6	TLR2	9606.ENSP00000385675	9606.ENSP00000260010	0	0	0.0	0.0	0.099	0.0	0.0	0.938	0.942
42	1	IL6	OSMR	9606.ENSP00000385675	9606.ENSP00000274276	0	0	0.0	0.0	0.108	0.0	0.65	0.8	0.932
43	1	IL6	SOCS3	9606.ENSP00000385675	9606.ENSP00000330341	0	0	0.0	0.0	0.236	0.0	0.5	0.874	0.947
44	1	ITGB3	THBS1	9606.ENSP00000452786	9606.ENSP00000260356	0	0	0.0	0.0	0.146	0.524	0.9	0.656	0.984
45	1	ITGB3	SELP	9606.ENSP00000452786	9606.ENSP00000263686	0	0	0.0	0.0	0.283	0.0	0.4	0.847	0.928
46	1	LIF	OSM	9606.ENSP00000249075	9606.ENSP00000215781	0	0	0.0	0.0	0.116	0.0	0.5	0.929	0.966
47	1	LIF	OSMR	9606.ENSP00000249075	9606.ENSP00000274276	0	0	0.0	0.0	0.125	0.045	0.65	0.797	0.932
48	1	OSM	OSMR	9606.ENSP00000215781	9606.ENSP00000274276	0	0	0.0	0.0	0.0	0.295	0.9	0.998	0.999
49	1	S100A8	S100A9	9606.ENSP00000357721	9606.ENSP00000357727	0	0	0.125	0.794	0.999	0.977	0.9	0.988	0.999
50	1	SELE	SELP	9606.ENSP00000331736	9606.ENSP00000263686	0	0	0.08	0.911	0.21	0.0	0.0	0.921	0.937
51	1	SERPINA1	TTR	9606.ENSP00000416066	9606.ENSP00000237014	0	0	0.0	0.0	0.177	0.071	0.0	0.954	0.961
52	1	TNFRSF10C	TNFRSF10D	9606.ENSP00000349324	9606.ENSP00000310263	0	0	0.068	0.928	0.073	0.0	0.9	0.61	0.961
