#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LAMB3	MMP7	9606.ENSP00000375778	9606.ENSP00000260227	0	0	0	0	0.076	0	0.900	0.194	0.919
LAMB3	PLG	9606.ENSP00000375778	9606.ENSP00000308938	0	0	0	0	0	0	0.900	0.109	0.907
LCN2	MMP1	9606.ENSP00000362108	9606.ENSP00000322788	0	0	0	0	0.052	0	0.900	0.508	0.949
MITF	TYR	9606.ENSP00000295600	9606.ENSP00000263321	0	0	0	0	0.178	0.182	0	0.905	0.930
MITF	TYRP1	9606.ENSP00000295600	9606.ENSP00000373570	0	0	0	0	0.136	0	0	0.894	0.905
MMP1	MMP7	9606.ENSP00000322788	9606.ENSP00000260227	0	0	0.265	0.919	0.062	0.213	0.900	0.806	0.926
MMP1	PLG	9606.ENSP00000322788	9606.ENSP00000308938	0	0	0	0	0.064	0	0.900	0.631	0.962
MUC13	ST6GALNAC2	9606.ENSP00000485028	9606.ENSP00000225276	0	0	0	0	0	0	0.900	0.048	0.900
MUC13	MUC17	9606.ENSP00000485028	9606.ENSP00000302716	0	0	0	0	0.162	0	0.900	0.814	0.983
MUC13	MUC16	9606.ENSP00000485028	9606.ENSP00000381008	0	0	0	0	0	0	0.900	0.747	0.973
MUC16	ST6GALNAC2	9606.ENSP00000381008	9606.ENSP00000225276	0	0	0	0	0.076	0	0.900	0.105	0.910
MUC16	MUC17	9606.ENSP00000381008	9606.ENSP00000302716	0	0	0	0	0	0	0.900	0.752	0.974
MUC17	ST6GALNAC2	9606.ENSP00000302716	9606.ENSP00000225276	0	0	0	0	0	0	0.900	0	0.900
MYH14	MYH2	9606.ENSP00000470298	9606.ENSP00000245503	0	0	0	0.870	0	0	0.900	0.305	0.903
NR0B2	NR1H4	9606.ENSP00000254227	9606.ENSP00000447149	0	0	0	0	0.439	0	0	0.962	0.978
PLG	SERPINE1	9606.ENSP00000308938	9606.ENSP00000223095	0	0	0	0	0.063	0.330	0.900	0.938	0.995
PLG	SERPINC1	9606.ENSP00000308938	9606.ENSP00000356671	0	0	0	0	0.674	0.391	0	0.917	0.982
PLG	SERPINB2	9606.ENSP00000308938	9606.ENSP00000401645	0	0	0	0	0.063	0.120	0.900	0.869	0.987
SGMS2	SGPP2	9606.ENSP00000378176	9606.ENSP00000315137	0	0	0	0	0.055	0	0.900	0.515	0.950
